Feedback_ID,Feedback_Text
ZMF01145,Food from Biryani Central arrived super fast and was hot and fresh!
ZMF00179,The delivery partner was very delicious. Great service!
ZMF01161,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF04002,Amazing discounts and very quick delivery. Highly recommended.
ZMF01430,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF08730,I am tired of the a rude delivery partner. It was a very frustrating experience.
ZMF05284,The soup was completely spilled in the bag. Terrible packaging.
ZMF02517,The delivery partner was very impressive. Great service!
ZMF09808,One of the items was missing from my order. This is completely unacceptable.
ZMF06682,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00696,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF05829,One of the items was missing from my order. This is completely unacceptable.
ZMF09039,My order was more than an hour late and the food was cold.
ZMF09163,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF01356,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF06651,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05073,One of the items was missing from my order. My entire meal was ruined.
ZMF00722,The delivery partner was very hot and fresh. Great service!
ZMF01468,The delivery partner was very neat and secure. Great service!
ZMF01276,Consistently good experience with Zomato. Reliable and fast.
ZMF01786,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF05617,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03859,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF04490,Amazing discounts and very quick delivery. Highly recommended.
ZMF04040,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF08826,The curry was completely spilled in the bag. Terrible packaging.
ZMF08866,One of the items was missing from my order. My entire meal was ruined.
ZMF09559,One of the items was missing from my order. This is completely unacceptable.
ZMF09570,One of the items was missing from my order. This is completely unacceptable.
ZMF08313,The soup was completely spilled in the bag. Terrible packaging.
ZMF02307,Food from Biryani Central arrived super fast and was delicious!
ZMF00753,Consistently good experience with Zomato. Reliable and fast.
ZMF06150,My order was more than 40 minutes late and the food was cold.
ZMF03522,The delivery partner was very impressive. Great service!
ZMF04716,The delivery partner was very delicious. Great service!
ZMF09219,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03034,Amazing discounts and very quick delivery. Highly recommended.
ZMF07508,My order was more than an hour late and the food was soggy.
ZMF08417,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF00733,Food from Noodle Kingdom arrived super fast and was polite and professional!
ZMF09103,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF08585,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06171,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07041,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02742,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF06419,My order was more than 40 minutes late and the food was cold.
ZMF09856,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF06570,I am tired of the cold food. I want a full refund for this order.
ZMF08721,I am tired of the cold food. I had to wait for more than an hour.
ZMF01711,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF06623,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06486,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09376,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF00910,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF03890,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF03159,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF01690,The delivery partner was very hot and fresh. Great service!
ZMF09667,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF04426,The delivery partner was very excellent. Great service!
ZMF09393,My order was more than an hour late and the food was cold.
ZMF07724,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF09675,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF00541,The delivery partner was very quick. Great service!
ZMF03403,Amazing discounts and very quick delivery. Highly recommended.
ZMF01279,Amazing discounts and very quick delivery. Highly recommended.
ZMF07172,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF00911,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF03710,Amazing discounts and very quick delivery. Highly recommended.
ZMF07312,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08145,The soup was completely spilled in the bag. Terrible packaging.
ZMF05972,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00760,Consistently good experience with Zomato. Reliable and fast.
ZMF01163,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF03643,The delivery partner was very excellent. Great service!
ZMF08690,One of the items was missing from my order. This is completely unacceptable.
ZMF08709,I am tired of the late delivery. This is completely unacceptable.
ZMF09550,The soup was completely spilled in the bag. Terrible packaging.
ZMF06773,I am tired of the a wrong item being delivered. I want a full refund for this order.
ZMF01035,Amazing discounts and very quick delivery. Highly recommended.
ZMF00061,Amazing discounts and very quick delivery. Highly recommended.
ZMF09424,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF07785,The soup was completely spilled in the bag. Terrible packaging.
ZMF06863,My order was more than 40 minutes late and the food was soggy.
ZMF04873,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF01464,The delivery partner was very neat and secure. Great service!
ZMF08980,I am tired of the spilled food due to poor packaging. It was a very frustrating experience.
ZMF00330,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF01906,Consistently good experience with Zomato. Reliable and fast.
ZMF08326,The curry was completely spilled in the bag. Terrible packaging.
ZMF08793,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF06425,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF04755,Amazing discounts and very quick delivery. Highly recommended.
ZMF02209,Consistently good experience with Zomato. Reliable and fast.
ZMF05852,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01967,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF05938,I am tired of the cold food. My entire meal was ruined.
ZMF05262,My order was more than an hour late and the food was soggy.
ZMF08323,The soup was completely spilled in the bag. Terrible packaging.
ZMF07630,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01944,The delivery partner was very quick. Great service!
ZMF07917,The curry was completely spilled in the bag. Terrible packaging.
ZMF09389,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06694,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09133,One of the items was missing from my order. My entire meal was ruined.
ZMF07749,One of the items was missing from my order. My entire meal was ruined.
ZMF06795,Received a completely wrong item from The Curry House. Customer support is not helping.
